source:pkey,name,addr:full,addr:housenumber,addr:postcode,addr:city,phone,fax,email,website,source:date,addr:street,addr:unit,amenity,emergency
3620907,Consultori Local Erill La Vall," Pl De Dalt, 4", 4,25528,"Vall de Boí, la",973696391,,,,2020-03-19T07:59:02, PlaçaDe Dalt,,clinic,
3619677,Consultori Local Mafet," Cr Major, S/N", ,25317,Agramunt,973390635,,,,2020-03-19T07:59:49, Cr Major,,clinic,
3620917,Consultori Local Alp," Ps Agnès Fabrà, S/N", ,17538,Alp,972890381,,,,2020-03-19T07:59:02, Ps Agnès Fabrà,,clinic,
3620811,Consultori Local Corró D'Avall," Pl De L'Ajuntament, S/N", ,08520,"Franqueses del Vallès, les",938404200,93 840 42 04,corro.mn.ics@gencat.cat,,2020-03-19T07:57:42, PlaçaDe L'Ajuntament,,clinic,
3619590,Consultori Local Artesa De Lleida," Cr Bassa, 2", 2,25150,Artesa de Lleida,973167291,,,,2020-03-19T07:59:52, Cr Bassa,,clinic,
3622735,Cap Sant Oleguer," Cr Sol I Padrís, 56-60", 56-60,08203,Sabadell,937464180,93 710 06 54,abs.s.oleguer@sabadell.scs.es,,2020-03-19T07:57:54, Cr Sol I Padrís,,clinic,
3619686,Consultori Local La Fuliola," Pl Ajuntament, S/N", ,25332,"Fuliola, la",973570697,,,,2020-03-19T07:59:49, PlaçaAjuntament,,clinic,
3620241,Consultori Local Albanyà," Cr Figueres, S/N", ,17733,Albanyà,972569014,,,,2020-03-19T07:59:32, Cr Figueres,,clinic,
10928759,Assir Baix Llobregat Sant Feliu De Llobregat," Rb Marquesa De Castellbell, 98-100", 98-100,08980,Sant Feliu de Llobregat,936662313,93 685 42 85,,,2020-03-19T07:58:49, Rb Marquesa De Castellbell,,clinic,
6052589,Atenció Continuada Cap De Tona," Cr Joan Maragall, 40-48", 40-48,08551,Tona,,,,,2020-03-19T07:59:06, Cr Joan Maragall,,clinic,yes
3622602,Atenció Continuada Cap Castellbisbal," Av Pau Casals, 12", 12,08755,Castellbisbal,937720356,93 772 20 67,atencioalciutadacsb@cst.cat,http://www.cst.cat/,2020-03-19T07:57:57, Av Pau Casals,,clinic,yes
3620464,Consultori Local Mont-Ras," Pl Ajuntament, S/N", ,17253,Mont-ras,972301509,,mdecos@ssibe.cat,,2020-03-19T07:59:27, PlaçaAjuntament,,clinic,
3620539,Atenció Continuada Cap Cassà De La Selva," Cr Bassegoda, 11", 11,17244,Cassà de la Selva,972463882,972 46 38 84,info@ias.cat,http://www.ias.cat/,2020-03-19T07:59:24, Cr Bassegoda,,clinic,yes
3619520,Consultori Local Els Arcs," Cr Convent, S/N", ,25142,Bellvís,973711164,,,,2020-03-19T07:59:55, Cr Convent,,clinic,
3622566,Consultori Local Perafita," Cr Major, 4", 4,08589,Perafita,938530204,,,,2020-03-19T07:59:07, Cr Major,,clinic,
3619776,Consultori Local Picamoixons (Valls)," Cr Sant Isidre, 3", 3,43491,Valls,977623012,,,,2020-03-19T07:59:47, Cr Sant Isidre,,clinic,
3622034,Cap Esparreguera," Vi Del Mil·Lenari, 16", 16,08292,Esparreguera,937708100,93 770 87 56,admespa.bln.cp.ics@gencat.net,,2020-03-19T07:58:54, Vi Del Mil·Lenari,,clinic,
3620028,Consultori Local Gerb," Pl Major, 1", 1,25614,Os de Balaguer,973449404,,,,2020-03-19T07:59:56, PlaçaMajor,,clinic,
3621844,Cap Alt Penedès," Pl Del Penedès, 1", 1,08720,Vilafranca del Penedès,938915402,93 817 09 32,vilafranca.apg.cp.ics@gencat.net,,2020-03-19T07:58:57, PlaçaDel Penedès,,clinic,
3620345,Consultori Local Pedret I Marzà," Ct Pedret, S/N", ,17493,Pedret i Marzà,972552741,,,,2020-03-19T07:59:30, Ct Pedret,,clinic,
3620169,Consultori Local Sant Joan De Les Abadesses," Cr Somatenista Ramon D'Urg, S/N", ,17860,Sant Joan de les Abadesses,972723251,972 72 21 55,,,2020-03-19T07:59:18, Cr Somatenista Ramon D'Urg,,clinic,
3619726,Consultori Local Rocafort De Vallbona," Cr Raval, S/N", ,25344,Sant Martí de Riucorb,973337157,,,,2020-03-19T07:59:48, Cr Raval,,clinic,
3620239,Consultori Local Vilalba Dels Arcs," Cr Eres, 38", 38,43782,Vilalba dels Arcs,977438025,,,,2020-03-19T07:59:32, Cr Eres,,clinic,
3620150,Consultori Local Sant Joan Del Pas," Cr Immaculada, 52", 52,43156,Ulldecona,,,,,2020-03-19T07:59:34, Cr Immaculada,,clinic,
3619899,Cap Rambla Nova - Pediatrìa," Pl Imperial Tarraco, 7", 7,43001,Tarragona,977240666,977 92 01 41,ramblanova.tgn.ics@gencat.cat,,2020-03-19T07:59:39, PlaçaImperial Tarraco,,clinic,
3621529,Consultori Local Pacs Del Penedès," Cr De Les Escoles, 19", 19,08796,Pacs del Penedès,938264031,,,,2020-03-19T07:58:58, Cr De Les Escoles,,clinic,
3620421,Consultori Local Vilajuïga," Cr Sant Sebastià, 39", 39,17493,Vilajuïga,972530414,,,,2020-03-19T07:59:29, Cr Sant Sebastià,,clinic,
3622308,Consultori Local Castellar De N'Hug," Cr Nou, S/N", ,08699,Castellar de n'Hug,938257010,,,,2020-03-19T07:59:09, Cr Nou,,clinic,
3622832,Cap Casc Antic," Cr Rec Comtal, 24", 24,08003,Barcelona,933101421,93 310 68 86,cvca01.bcn.ics@gencat.cat,,2020-03-19T07:58:43, Cr Rec Comtal,,clinic,
3620450,Consultori Local Aguilar De Segarra," Cr Ajuntament, S/N", ,08256,Aguilar de Segarra,938366202,,,,2020-03-19T07:59:13, Cr Ajuntament,,clinic,
8932978,Atenció Continuada Cap Doctor Vicenç Papaceit," Pl De L'Era, S/N", ,08430,"Roca del Vallès, la",,,,,2020-03-19T07:57:37, PlaçaDe L'Era,,clinic,yes
3620018,Consultori Local Cabanabona," Cr Vilalta, 7", 7,25748,Cabanabona,973461000,,,,2020-03-19T07:59:56, Cr Vilalta,,clinic,
3620944,Cap Plana Lledó," Av Rívoli, 7", 7,08100,Mollet del Vallès,935798383,93 579 83 81,molletoest.mn.ics@gencat.cat,,2020-03-19T07:57:39, Av Rívoli,,clinic,
3622561,Consultori Local Olost De Lluçanès," Cr Girona, 1", 1,08516,Olost,938880408,,,,2020-03-19T07:59:07, Cr Girona,,clinic,
3619643,Consultori Local Forès," Pl Pla De La Bassa, 21", 21,43425,Forès,977890311,,,,2020-03-19T07:59:41, PlaçaPlaça De La Bassa,,clinic,
3620381,Consultori Local Sant Climent Sescebes," Cr Sol, S/N", ,17751,Sant Climent Sescebes,972545059,,,,2020-03-19T07:59:29, Cr Sol,,clinic,
3620120,Consultori Local Serinyà," Pl Països Catalans, 3", 3,17852,Serinyà,972593256,,,,2020-03-19T07:59:19, PlaçaPaïsos Catalans,,clinic,
3622038,Cap El Fondo," Cr Mossèn Jacint Verdaguer, 118", 118,08923,Santa Coloma de Gramenet,934681564,93 468 16 28,fondo.stacoloma.sanitat@gencat.cat,,2020-03-19T07:58:05, Cr Mossèn Jacint Verdaguer,,clinic,
3620373,Cap Sant Fruitós De Bages," Cr Bertrand I Serra, 8, Pis Ba", 8,08272,Sant Fruitós de Bages,938760912,93 876 14 30,gisnavarclesstfruitos.cc.ics@gencat.cat,,2020-03-19T07:59:10, Cr Bertrand I Serra, Pis Ba,clinic,
3620536,Consultori Local Bordils," Pl Onze De Setembre, 1", 1,17462,Bordils,972491177,,,,2020-03-19T07:59:24, PlaçaOnze De Setembre,,clinic,
3622679,Consultori Local Santa Eulàlia De Riuprimer," Cr Del Sol, 56", 56,08505,Santa Eulàlia de Riuprimer,938138024,,,,2020-03-19T07:59:06, Cr Del Sol,,clinic,
3620932,Cap Sardenya," Cr Sardenya, 466", 466,08025,Barcelona,935674380,,administració@eapsardenya.cat,http://www.eapsardenya.cat,2020-03-19T07:58:41, Cr Sardenya,,clinic,
3619741,Consultori Local Nulles," Cr Camps I La Sèquia, S/N", ,43887,Nulles,977612394,977 63 94 13,,,2020-03-19T07:59:47, Cr Camps I La Sèquia,,clinic,
3622423,Consultori Local La Rodonella," Ps Onze De Setembre, S/N", ,08699,Cercs,938248552,,,,2020-03-19T07:59:08, Ps Onze De Setembre,,clinic,
3622718,Cap Sant Genís," Cr Miquel Mumany I Campderròs, 11-19", 11-19,08191,Rubí,936991729,93 699 18 73,atencioalciutadacsg@cst.cat,http://www.cst.cat/,2020-03-19T07:57:55, Cr Miquel Mumany I Campderròs,,clinic,
3620899,Consultori Local Alinyà," Pl Vall Pla, S/N", ,25794,Fígols i Alinyà,973370087,,,,2020-03-19T07:59:02, PlaçaVall Plaça,,clinic,
3619652,Consultori Local Vallclara," Cr Placeta, 12", 12,43439,Vallclara,977869221,,,,2020-03-19T07:59:41, Cr Plaçaceta,,clinic,
3622688,Cap La Salut," Pg Dels Encants, S/N", ,08914,Badalona,934607900,93 460 39 55,lasalut.badalona.sanitat@gencat.cat,,2020-03-19T07:58:46, Pg Dels Encants,,clinic,
3622476,Hospital De Mataró," Ct Cirera, S/N", ,08304,Mataró,937417700,93 741 77 33,nsanchezfe@csdm.cat,http://www.csdm.cat,2020-03-19T07:57:59, Ct Cirera,,hospital,
3620225,Consultori Local El Calvet," Cr Pau Casals, S/N", ,08253,Sant Salvador de Guardiola,938354000,93 878 42 15,,,2020-03-19T07:59:12, Cr Pau Casals,,clinic,
10927119,Assir Selva Interior," Cr Doctor Castany, S/N", ,17190,Salt,,,,,2020-03-19T07:59:22, Cr Doctor Castany,,clinic,
3619711,Consultori Local Rocallaura," Cr Montserrat, S/N", ,25269,Vallbona de les Monges,973337157,,,,2020-03-19T07:59:48, Cr Montserrat,,clinic,
3621047,Consultori Local Llimiana," Pl Major, 1", 1,25639,Llimiana,973650773,973 65 04 81,,,2020-03-19T07:59:01, PlaçaMajor,,clinic,
3620197,Consultori Local La Serra D'Almós," Cr Major, 19", 19,43746,Tivissa,977418107,,,,2020-03-19T07:59:33, Cr Major,,clinic,
3620342,Consultori Local Palau De Santa Eulàlia," Cr Ajuntament, S/N", ,17476,Palau de Santa Eulàlia,972568078,,,,2020-03-19T07:59:30, Cr Ajuntament,,clinic,
3621570,Hospital Universitari General De La Vall D'Hebron," Ps Vall D'Hebron, 119-129", 119-129,08035,Barcelona,934893000,93 274 60 58,felgonza@vhebron.net,http://www.vhebron.net,2020-03-19T07:58:13, Ps Vall D'Hebron,,hospital,
3620145,Atenció Continuada Cap Ulldecona," Cr Montserrat Roig, 2", 2,43550,Ulldecona,977721322,977 72 14 84,,,2020-03-19T07:59:34, Cr Montserrat Roig,,clinic,yes
3621075,Consultori Local De Vallromanes," Av Vilassar De Dalt, 6-8", 6-8,08188,Vallromanes,935729805,,vallromanes.mn.ics@gencat.cat,,2020-03-19T07:57:36, Av Vilassar De Dalt,,clinic,
3622610,Cap Palau-Solità I Plegamans," Cr Can Cortès, 46", 46,08184,Palau-solità i Plegamans,938649898,93 866 76 78,cappalau.mn.ics@gencat.cat,,2020-03-19T07:57:56, Cr Can Cortès,,clinic,
3620386,Consultori Local Sant Pere Pescador," Cr Hospital, S/N", ,17470,Sant Pere Pescador,972550514,972 77 20 89,,,2020-03-19T07:59:29, Cr Hospital,,clinic,
3619823,Cuap I Hospital Lleuger Gimbernat," Pl De L'Ajuntament, 4", 4,43850,Cambrils,,,abscambrils_ccee@grupsagessa.com,,2020-03-19T07:59:46, PlaçaDe L'Ajuntament,,clinic,
3620284,Atenció Continuada Cap Dr. Moisès Broggi," Cr Mossèn Salvador Jué I Pujolar, 1", 1,17130,"Escala, l'",972776060,,abslescala@salutemporda.cat,http://www.salutemporda.cat,2020-03-19T07:59:31, Cr Mossèn Salvador Jué I Pujolar,,clinic,yes
3622060,Cap Josep Bertran I Miret," Pg Circumval·Lació, 86", 86,08810,Sant Pere de Ribes,938962686,,,,2020-03-19T07:58:03, Pg Circumval·Lació,,clinic,
3622436,Consultori Local Balenyà," Cr Major, 46", 46,08550,Balenyà,938898321,93 882 16 26,,,2020-03-19T07:59:08, Cr Major,,clinic,
3619985,Consultori Local La Pobla De Cérvoles," Cr De Les Sorts, S/N", ,25471,"Pobla de Cérvoles, la",973166028,,,,2020-03-19T07:59:57, Cr De Les Sorts,,clinic,
3620303,Cap Doctor Subirós," Cr Bosc De Trinxeria, 1", 1,17700,"Jonquera, la",972554567,972 55 45 67,eap_lajonquera.girona.ics@gencat.cat,,2020-03-19T07:59:30, Cr Bosc De Trinxeria,,clinic,
3620305,Consultori Local Castelloli," Av De La Unió, 62", 62,08719,Castellolí,938084141,,,,2020-03-19T07:59:15, Av De La Unió,,clinic,
3620135,Consultori Local Pardines," Cr Padró, S/N", ,17534,Pardines,972727027,,,,2020-03-19T07:59:19, Cr Padró,,clinic,
3619839,Cap Marià Fortuny," Cr Astorga, S/N", ,43205,Reus,977776802,977 77 32 59,mserrano@grupsagessa.cat,http://www.grupsagessa.cat,2020-03-19T07:59:45, Cr Astorga,,clinic,
3619774,Consultori Local Vallmoll," Pl Església, 10", 10,43144,Vallmoll,977637406,,,,2020-03-19T07:59:47, PlaçaEsglésia,,clinic,
3619580,Consultori Local Alguaire," Cr El Peretó, S/N", ,25125,Alguaire,973757177,,,,2020-03-19T07:59:53, Cr El Peretó,,clinic,
3620195,Consultori Local Riba-Roja D'Ebre," Cr De La Ribera, S/N", ,43790,Riba-roja d'Ebre,977416052,,,,2020-03-19T07:59:33, Cr De La Ribera,,clinic,
3620559,Consultori Local Fontetes," Pl Velázquez, S/N", ,08290,Cerdanyola del Vallès,935944470,93 692 14 66,fonte@cerdanyola.scs.es,,2020-03-19T07:57:48, PlaçaVelázquez,,clinic,
3622418,Cap Puig-Reig," Ps De La Via, 14", 14,08692,Puig-reig,938290542,,eapbaixbergueda.cc.ics@gencat.cat,,2020-03-19T07:59:08, Ps De La Via,,clinic,
3620770,Consultori Local Ogern," Ct Solsona, S/N", ,25289,Bassella,973462779,,,,2020-03-19T07:59:03, Ct Solsona,,clinic,
3620228,Cap Les Bases De Manresa," Cr Creu Guixera, 51", 51,08243,Manresa,938772222,93 874 86 43,althaia@althaia.cat,http://www.althaia.cat/althaia/ca,2020-03-19T07:59:12, Cr Creu Guixera,,clinic,
3619625,Hospital Universitari Arnau De Vilanova De Lleida," Av Alcalde Rovira Roure, 80", 80,25198,Lleida,973248100,973 24 87 54,bagusti@arnau.scs.es,http://www.arnau.scs.es/,2020-03-19T07:59:51, Av Alcalde Rovira Roure,,hospital,
3620256,Consultori Local Capmany," Pl Del Fort, S/N", ,17750,Capmany,972549118,,,,2020-03-19T07:59:32, PlaçaDel Fort,,clinic,
3620795,Cap Passeig De Maragall - Equip Camp De L'Arpa," Ps Maragall, 52-54", 52-54,08041,Barcelona,933268901,93 347 78 37,,,2020-03-19T07:58:42, Ps Maragall,,clinic,
3620081,Atenció Continuada Cap Canet De Mar," Pl De La Universitat, 1", 1,08360,Canet de Mar,937956676,93 795 40 09,eap_canet.girona.ics@gencat.cat,,2020-03-19T07:59:21, PlaçaDe La Universitat,,clinic,yes
3619951,Clínica Terres De L'Ebre," Pl De L'1 D'Octubre, 6-8", 6-8,43500,Tortosa,977588200,977 50 12 55,,http://www.grupsagessa.cat/index.php?option=com_content&view=article&id=740&Itemid=377,2020-03-19T07:59:36, PlaçaDe L'1 D'Octubre,,hospital,
3620661,Cap El Carmel," Cr Murtra, 130", 130,08032,Barcelona,933571853,93 357 21 22,,,2020-03-19T07:58:43, Cr Murtra,,clinic,
3619554,Consultori Local Montornès De Segarra," Cr Major, S/N", ,25340,Montornès de Segarra,973310852,,,,2020-03-19T07:59:53, Cr Major,,clinic,
3620695,Consultori Local Ullastrell," Ct De Terrassa, S/N", ,08231,Ullastrell,937304448,,,,2020-03-19T07:57:44, Ct De Terrassa,,clinic,
3622313,Consultori Local La Nou De Berguedà," Pl De La Vila, S/N", ,08698,"Nou de Berguedà, la",938259000,,,,2020-03-19T07:59:08, PlaçaDe La Vila,,clinic,
3619822,Cap I Hospital Lleuger Gimbernat," Pl De L'Ajuntament, 4", 4,43850,Cambrils,977363074,977 36 64 08,lrios@grupsagessa.cat,http://www.grupsagessa.cat,2020-03-19T07:59:46, PlaçaDe L'Ajuntament,,clinic,
3622354,Cap La Llàntia," Cr Verge De Guadalupe, 2", 2,08303,Mataró,937416969,,lallantia.mn.ics@gencat.cat,,2020-03-19T07:58:00, Cr Verge De Guadalupe,,clinic,
3619764,Consultori Local La Riera De Gaià," Cr Vial De La Sèquia, 32", 32,43762,"Riera de Gaià, la",977655555,,,,2020-03-19T07:59:39, Cr Vial De La Sèquia,,clinic,
3622574,Consultori Local Colonia Güell," Cr Aranyó, 8", 8,08690,Santa Coloma de Cervelló,936402903,93 634 01 95,,,2020-03-19T07:58:48, Cr Aranyó,,clinic,
3620124,Hospital De Campdevànol," Ct De Gombrèn, 20", 20,17530,Campdevànol,972730013,972 73 03 05,,http://www.hospitaldecampdevanol.cat,2020-03-19T07:59:19, Ct De Gombrèn,,hospital,
3619858,Consultori Local Pradell De La Teixeta," Cr Dalt, 19", 19,43774,Pradell de la Teixeta,977828010,,,,2020-03-19T07:59:41, Cr Dalt,,clinic,
3620070,Consultori Local Vilablareix," Av Lluís Companys, 60", 60,17180,Vilablareix,972495587,,,,2020-03-19T07:59:21, Av Lluís Companys,,clinic,
3622294,Consultori Local Bagà," Cr Vilaseca, 2", 2,08695,Bagà,938244500,93 825 57 07,,,2020-03-19T07:59:09, Cr Vilaseca,,clinic,
3620921,Cap Roger De Flor - Equip  Dreta Eixample," Cr Roger De Flor, 194-196", 194-196,08013,Barcelona,935070390,,info@eapdretaeixample.cat,,2020-03-19T07:58:42, Cr Roger De Flor,,clinic,
3622562,Consultori Local Santa Creu De Jutglars," Cr Vell, 13", 13,08515,Olost,938880408,,,,2020-03-19T07:59:07, Cr Vell,,clinic,
3620161,Consultori Local Ginestar," Cr Del Riu, S/N", ,43748,Ginestar,977409297,,,,2020-03-19T07:59:34, Cr Del Riu,,clinic,
3622552,Consultori Local Folgueroles," Pl Climent Campa Cardona, 1", 1,08519,Folgueroles,938122333,,,,2020-03-19T07:59:07, PlaçaCliment Campa Cardona,,clinic,
3620266,Cap Dr. Gerard Masllorens," Ct Llagostera, 4", 4,17455,Caldes de Malavella,972470109,972 47 05 06,administraciocapcaldes@postfix.phmj.es,,2020-03-19T07:59:17, Ct Llagostera,,clinic,
3620788,Cap Manso - Equip Sant Antoni," Cr Manso, 19", 19,08015,Barcelona,935517283,,,,2020-03-19T07:58:42, Cr Manso,,clinic,
10929843,Assir Maresme Mataró," Rd General Prim, 35", 35,08302,Mataró,937416969,,lallantia.mn.ics@gencat.cat,,2020-03-19T07:58:01, Rd General Prim,,clinic,
3620491,Consultori Local Verges," Cr Genís Montaner, 1", 1,17142,Verges,972780494,,pveth@ssibe.cat,,2020-03-19T07:59:26, Cr Genís Montaner,,clinic,
3619729,Consultori Local Santes Creus," Cr Font Del Camp, 1", 1,43815,Aiguamúrcia,977638310,,,,2020-03-19T07:59:48, Cr Font Del Camp,,clinic,
3621695,Consultori Local Isidre Bages," Pl Ateneu, 4", 4,08739,Subirats,938179086,,,,2020-03-19T07:58:58, PlaçaAteneu,,clinic,
3619721,Consultori Local Les Cases D'Alcanar," Cr Lepanto, S/N", ,43569,Alcanar,977735106,977 73 58 58,,,2020-03-19T07:59:35, Cr Lepanto,,clinic,
3620399,Atenció Continuada Cap La Selva," Cr Santa Bàrbara, 25", 25,17430,Santa Coloma de Farners,972843016,972 84 30 16,eap_stacolomafarners.girona.ics@gencat.cat,,2020-03-19T07:59:16, Cr Santa Bàrbara,,clinic,yes
3620087,Consultori Local Palafolls," Cr Sindicat, S/N", ,08389,Palafolls,937620453,93 762 04 53,,,2020-03-19T07:59:20, Cr Sindicat,,clinic,
3621374,Cuap Ciutat Vella - Peracamps," Pl Pieyre De Mandiargues, 1-5", 1-5,08003,Barcelona,,,,,2020-03-19T07:58:39, PlaçaPieyre De Mandiargues,,clinic,yes
3621395,Hospital - Cuap Sagrat Cor," Cr Viladomat, 288", 288,08029,Barcelona,933221111,,,http://www.hscor.com,2020-03-19T07:58:14, Cr Viladomat,,clinic,yes
3621525,Consultori Local Moja," Cr La Carrerada, S/N", ,08734,Olèrdola,938170363,,,,2020-03-19T07:58:58, Cr La Carrerada,,clinic,
3620130,Consultori Local Queralbs," Pl De La Vila, 3", 3,17534,Queralbs,972727361-Ajunt,,,,2020-03-19T07:59:19, PlaçaDe La Vila,,clinic,
3622049,Fundació Hospital De L'Esperit Sant," Av Mossèn Josep Pons I Robadà, S/N", ,08923,Santa Coloma de Gramenet,933860202,93 385 01 00,lguilera@hes.scs.es,http://www.hospitalesperitsant.com,2020-03-19T07:58:04, Av Mossèn Josep Pons I Robadà,,hospital,
3620016,Consultori Local Bellcaire D'Urgell," Pl Major, 5", 5,25337,Bellcaire d'Urgell,973586249,,,,2020-03-19T07:59:56, PlaçaMajor,,clinic,
3620914,Consultori Local Malpàs," Cr Únic, S/N", ,25520,"Pont de Suert, el",973690005,,,,2020-03-19T07:59:02, Cr Únic,,clinic,
3622232,Consultori Local Pla De L'Avellà," Rb Rambla Dels Vinyals, 20", 20,08349,Cabrera de Mar,937597836,,,,2020-03-19T07:58:01, Rb Rambla Dels Vinyals,,clinic,
3620000,Cap Artesa De Segre," Cr Àngel Guimerà, 6", 6,25730,Artesa de Segre,973402196,973 40 00 27,artesa.lleida.ics@gencat.cat,,2020-03-19T07:59:57, Cr Àngel Guimerà,,clinic,
3622799,Cap Osona," Pl De La Divina Pastora, 6", 6,08500,Vic,938891012,93 889 15 31,direccioeapvicnord.cc.ics@gencat.cat,,2020-03-19T07:59:06, PlaçaDe La Divina Pastora,,clinic,
3620443,Atenció Continuada Cap Santa Margarida De Montbui," Cr La Fàbrica, 7-9", 7-9,08710,Santa Margarida de Montbui,938017300,93 804 65 04,,,2020-03-19T07:59:13, Cr La Fàbrica,,clinic,yes
3620455,Consultori Local Castell D'Aro," Av De La Platja, 64", 64,17249,Castell-Platja d'Aro,972817803,,,,2020-03-19T07:59:28, Av De La Plaçatja,,clinic,
3620903,Consultori Local Tuixent," Cr Únic, S/N", ,25717,Josa i Tuixén,973370039,,,,2020-03-19T07:59:02, Cr Únic,,clinic,
3621886,Hospital Universitari De Bellvitge," Cr Feixa Llarga, S/N", ,08907,"Hospitalet de Llobregat, l'",932607500,93 260 75 61,frillo@csub.scs.es,http://www.bellvitgehospital.cat,2020-03-19T07:58:07, Cr Feixa Llarga,,hospital,
3619732,Consultori Local Alió," Cr Jaume I, 7", 7,43813,Alió,977603859,,,,2020-03-19T07:59:47, Cr Jaume I,,clinic,
3620435,Consultori Local Sant Antoni De Calonge," Av Costa Brava, S/N", ,17252,Calonge i Sant Antoni,972661152,,abatlle@ssibe.cat,,2020-03-19T07:59:28, Av Costa Brava,,clinic,
3619886,Cap Riudoms," Cr La Sardana, 3", 3,43330,Riudoms,977850440,977 76 83 83,yherranz@grupsagessa.cat,http://www.grupsagessa.cat,2020-03-19T07:59:43, Cr La Sardana,,clinic,
3619559,Consultori Local Sant Guim De La Plana," Cr Baixada Castell, S/N", ,25211,Sant Guim de la Plana,973551200,,,,2020-03-19T07:59:53, Cr Baixada Castell,,clinic,
3620369,Atenció Continuada Cap Sallent," Cr Josep Potelles, 9", 9,08650,Sallent,938372120,93 837 25 77,cap.sallent@manresa.scs.es,,2020-03-19T07:59:10, Cr Josep Potelles,,clinic,yes
3620321,Hospital D'Igualada," Av Catalunya, 11", 11,08700,Igualada,938075500,93 807 55 37,ofont@csa.cat,http://www.csa.cat,2020-03-19T07:59:14, Av Catalunya,,hospital,
3621700,Hospital Universitari Sagrat Cor," Cr Viladomat, 288", 288,08029,Barcelona,933221111,93 494 89 69,,http://www.hscor.com,2020-03-19T07:58:13, Cr Viladomat,,hospital,
3619660,Consultori Local Puigverd De Lleida," Pl Major, 7", 7,25153,Puigverd de Lleida,973167517,,,,2020-03-19T07:59:50, PlaçaMajor,,clinic,
3620204,Consultori Local Bot," Cr Joan Amades, 7", 7,43785,Bot,977428116,,,,2020-03-19T07:59:33, Cr Joan Amades,,clinic,
3621332,Consultori Local Lladorre," Cr Major, 5", 5,25576,Lladorre,973623283,,,,2020-03-19T07:59:00, Cr Major,,clinic,
3619704,Consultori Local El Talladell," Cs Costa Sant Pere, S/N", ,25360,Tàrrega,973310852,,,,2020-03-19T07:59:48, Cs Costa Sant Pere,,clinic,
3619937,Consultori Local Masllorenç," Cr Sant Miquel, 25", 25,43718,Masllorenç,977628298,,,,2020-03-19T07:59:42, Cr Sant Miquel,,clinic,
3619715,Consultori Local Camarles," Cr Vint-I-Sis, 2", 2,43894,Camarles,977470561,977 47 07 63,,,2020-03-19T07:59:35, Cr Vint-I-Sis,,clinic,
3619900,Cap Sant Pere I Sant Pau," Cr A (Edifici Del Cap), S/N", ,43007,Tarragona,977201212,977 20 04 84,spsp.tgn.ics@gencat.cat,,2020-03-19T07:59:39, Cr A (Edifici Del Cap),,clinic,
